age,balance,housing,loan
34,2036,yes,yes
31,121,yes,no
36,-656,yes,no
34,1689,no,no
37,439,yes,no
37,1283,yes,no
33,1769,yes,no
33,2,yes,no
39,0,yes,yes
35,47,no,no
35,2054,yes,no
34,8132,yes,no
39,453,yes,yes
37,427,yes,no
42,2416,yes,no
40,877,yes,no
37,398,yes,yes
37,2240,yes,no
36,380,yes,no
35,1163,yes,no
35,4170,yes,no
37,5432,yes,yes
35,-52,yes,no
30,4011,yes,no
37,715,yes,no
31,2144,yes,no
56,8741,yes,no
37,362,yes,no
33,163,yes,no
40,-740,yes,no
38,434,yes,no
41,1629,yes,no
38,-152,no,no
36,3763,yes,no
31,1,yes,no
31,4,no,no
52,0,yes,yes
31,2007,yes,no
39,327,yes,no
35,-130,yes,no
22,14,yes,yes
38,4399,yes,no
39,780,yes,no
34,371,no,no
34,161,yes,yes
36,221,yes,no
32,706,yes,no
33,4897,yes,no
33,7,yes,no
36,2030,yes,no
32,489,yes,no
42,1059,yes,no
43,-8,yes,no
35,271,yes,no
37,2042,yes,no
33,-53,yes,no
26,268,yes,no
37,5122,yes,no
33,403,yes,no
40,0,yes,no
36,566,yes,no
35,356,yes,yes
36,722,yes,no
39,-607,yes,no
60,328,yes,no
34,126,yes,no
32,206,yes,no
33,136,yes,yes
59,14,yes,yes
35,5260,yes,no
34,458,yes,no
42,0,no,no
38,666,yes,no
33,89,yes,no
32,1660,no,no
30,673,yes,no
34,673,yes,yes
59,-313,yes,no
32,0,yes,no
54,167,yes,no
48,432,yes,no
36,8135,yes,no
29,0,yes,no
39,4286,yes,no
54,2177,no,no
36,0,no,no
33,105,yes,yes
32,1271,yes,no
41,83,no,no
34,709,yes,no
34,-93,yes,yes
53,736,yes,no
38,-242,yes,yes
33,3259,yes,no
32,11697,yes,no
33,210,yes,yes
35,2688,yes,no
34,0,yes,no
37,5064,yes,no
38,205,yes,no
39,75,yes,no
43,0,yes,no
39,2019,yes,no
38,178,yes,no
40,3559,yes,no
38,290,yes,no
32,138,yes,yes
31,5607,no,no
32,8291,no,no
37,6969,yes,no
30,18,no,no
46,583,yes,no
36,7171,yes,no
34,500,yes,no
32,113,yes,yes
34,0,yes,yes
33,3512,yes,no
37,4798,yes,no
34,85,yes,no
37,660,yes,yes
31,585,yes,yes
47,136,yes,no
36,360,yes,no
31,296,yes,no
33,0,yes,yes
33,10,yes,yes
39,451,yes,no
37,614,yes,no
34,692,yes,no
33,148,no,no
31,5058,yes,no
33,1467,yes,no
30,859,yes,no
34,-508,yes,no
31,410,yes,no
36,134,no,no
37,23867,no,no
31,2038,yes,no
39,-362,yes,no
34,967,yes,no
43,1825,yes,no
43,-635,yes,no
34,1298,yes,no
36,1797,yes,yes
55,1848,yes,no
31,431,yes,yes
32,4996,yes,no
31,213,yes,no
31,26,yes,no
33,0,no,no
32,1351,yes,no
44,982,yes,no
33,4963,yes,no
39,1438,yes,no
39,1411,yes,no
33,0,yes,no
40,486,yes,no
34,1183,yes,no
39,351,yes,no
32,2366,yes,no
34,2700,yes,no
59,0,yes,no
39,622,yes,no
34,421,yes,no
36,774,yes,no
35,67,no,no
39,7313,yes,no
57,231,yes,no
46,477,yes,no
58,99,yes,no
32,908,yes,no
34,1581,yes,yes
35,2012,yes,no
36,162,yes,no
40,917,yes,no
44,1422,yes,no
31,1787,yes,no
55,-196,yes,no
35,1387,yes,no
31,-63,yes,no
35,1423,yes,no
36,3127,yes,no
36,5436,yes,no
30,1724,yes,no
31,0,yes,no
41,804,yes,no
36,408,yes,yes
59,705,yes,no
36,1373,yes,no
32,196,yes,no
39,0,yes,no
38,273,yes,no
40,311,yes,no
39,1022,yes,no
30,862,yes,yes
38,173,yes,no
32,204,yes,yes
37,32,yes,no
31,4761,yes,no
44,1081,yes,no
45,4170,yes,yes
36,3111,yes,no
27,89,yes,no
27,317,yes,no
48,5058,no,no
41,2852,yes,no
36,2390,yes,no
32,1131,yes,no
31,1352,yes,no
43,520,yes,no
33,876,no,no
31,855,yes,yes
35,-202,yes,no
27,-215,yes,no
32,376,yes,no
58,23,yes,no
40,222,yes,no
36,362,yes,no
39,602,yes,no
37,426,yes,no
30,5143,yes,yes
32,80,yes,no
52,0,yes,no
32,7406,yes,no
33,1005,yes,no
39,226,yes,no
39,247,yes,no
34,1040,yes,no
29,68,no,no
36,183,yes,no
35,4822,yes,no
49,0,yes,no
31,1097,yes,no
39,5731,yes,no
32,3067,yes,no
35,275,yes,no
38,526,yes,no
34,1831,yes,no
35,514,yes,no
34,50,yes,no
34,0,yes,no
27,8,yes,no
30,432,yes,no
32,2561,yes,no
30,659,yes,no
38,0,yes,yes
31,897,yes,no
23,-116,yes,no
30,142,yes,no
56,530,yes,no
32,3514,yes,no
35,190,yes,no
40,236,yes,no
57,-871,no,no
58,2429,no,yes
32,514,yes,no
38,565,yes,no
50,2610,yes,yes
30,178,yes,no
34,1117,yes,no
30,4,yes,no
38,124,yes,no
55,2144,yes,no
31,1025,no,no
41,1250,yes,no
38,28,no,no
49,543,yes,no
26,972,yes,no
60,674,yes,no
57,258,yes,no
37,3044,yes,no
39,-197,yes,no
39,1096,no,no
57,739,yes,no
35,274,yes,no
30,1445,yes,no
31,3311,yes,no
32,157,yes,no
30,347,yes,no
32,-345,yes,no
36,8119,no,no
34,120,yes,no
39,5,yes,no
42,2309,yes,no
33,892,yes,no
32,641,yes,no
35,2730,yes,no
38,1663,yes,no
39,1966,yes,no
54,6102,yes,yes
38,1092,yes,no
33,1349,yes,no
34,2015,no,no
32,2146,yes,no
32,2976,yes,no
37,3834,yes,no
36,393,yes,yes
32,-457,yes,yes
34,0,no,yes
34,363,no,no
39,4025,yes,yes
42,714,yes,no
33,438,yes,yes
40,858,yes,no
35,592,yes,no
38,-224,yes,yes
39,151,yes,no
31,289,yes,no
38,821,yes,yes
58,8153,yes,no
33,57,yes,yes
34,558,yes,no
34,1701,yes,no
37,-898,yes,no
38,1073,yes,no
34,5754,yes,no
34,-167,yes,no
39,4146,yes,yes
35,-15,yes,no
36,3954,yes,no
31,8629,yes,no
30,1168,yes,yes
35,498,yes,no
35,0,no,no
31,216,yes,no
38,1746,yes,no
36,1053,yes,no
36,687,yes,no
33,2764,yes,no
34,1207,yes,no
32,0,yes,no
39,528,yes,no
33,3090,yes,no
38,-530,yes,no
41,666,yes,no
38,0,yes,no
35,470,yes,no
39,597,yes,no
40,1136,yes,no
38,620,yes,yes
33,17,yes,no
34,12,no,no
28,135,yes,no
36,5024,no,no
34,1161,yes,no
39,3528,yes,no
32,791,yes,no
38,546,yes,no
39,804,yes,no
30,908,yes,no
31,6982,yes,no
37,1176,no,yes
36,0,no,no
34,528,yes,no
37,734,yes,no
31,109,yes,no
48,4746,yes,no
31,11512,yes,no
34,0,yes,no
36,115,no,no
36,808,no,no
35,-289,yes,no
35,35368,yes,no
33,189,no,no
26,0,yes,no
37,1110,yes,no
32,102,yes,no
33,56,yes,no
34,405,yes,no
36,873,yes,no
36,656,no,no
41,2490,yes,no
33,1437,yes,no
35,6659,yes,no
30,1126,yes,no
34,3773,yes,no
34,1129,yes,no
36,849,yes,yes
30,675,yes,no
36,98,yes,no
31,1914,yes,no
34,1270,yes,no
30,-98,yes,no
33,256,yes,no
31,435,yes,no
37,7005,yes,no
38,471,yes,no
33,467,yes,no
32,323,yes,no
34,0,yes,no
31,1343,yes,yes
51,44,no,no
30,453,yes,no
35,350,yes,no
32,2693,yes,no
31,1243,yes,no
34,883,yes,no
33,599,yes,no
31,3176,yes,no
33,49,no,no
36,3202,yes,no
33,2660,yes,no
59,41,yes,yes
35,-557,yes,yes
33,741,no,no
32,930,yes,no
23,9,yes,no
33,1624,yes,yes
30,239,yes,no
31,626,yes,no
25,-268,yes,no
37,178,yes,no
34,1671,no,no
29,-300,no,no
35,1362,yes,no
31,2287,yes,no
33,141,yes,no
31,4315,yes,no
28,-70,yes,yes
33,1630,yes,no
35,569,yes,no
34,0,yes,no
30,546,yes,no
32,287,yes,no
37,-954,yes,no
35,280,yes,no
57,1408,no,no
37,1211,yes,no
27,1600,yes,no
39,774,yes,no
33,188,yes,no
34,1157,yes,no
40,1066,yes,no
31,932,yes,no
32,557,yes,no
31,1260,no,yes
35,1045,yes,no
38,350,yes,no
48,-136,yes,no
37,405,yes,no
45,373,yes,no
27,0,yes,no
33,2228,yes,no
31,58,yes,no
33,932,yes,no
36,-872,yes,yes
37,1450,yes,yes
37,2032,yes,no
32,0,yes,no
30,1380,yes,no
37,5729,yes,no
34,951,yes,no
54,487,yes,no
36,957,yes,no
39,855,yes,no
36,502,yes,no
37,204,yes,no
49,2262,yes,no
31,8784,yes,no
36,599,yes,no
31,525,yes,yes
29,688,yes,no
34,1350,yes,no
32,1830,yes,no
31,1887,no,yes
37,13156,yes,no
34,622,yes,no
35,1336,no,no
32,1067,yes,no
35,12961,yes,no
31,141,yes,no
41,1216,yes,no
31,891,yes,no
32,131,yes,no
33,5,no,no
52,289,yes,no
32,15341,no,no
32,901,yes,no
32,4465,yes,no
34,1191,yes,no
35,458,yes,no
36,1869,yes,no
37,2084,yes,no
32,1389,yes,no
34,0,yes,no
27,1303,yes,yes
33,11149,yes,no
36,-35,yes,yes
37,3242,yes,no
32,435,yes,no
32,2696,yes,no
29,0,no,no
34,218,yes,yes
33,892,yes,no
31,1410,yes,no
32,1721,yes,no
31,1583,yes,no
33,296,yes,no
38,216,yes,no
35,463,yes,no
37,547,yes,yes
42,2974,yes,no
34,-370,yes,no
32,6217,yes,yes
28,170,yes,yes
29,-559,yes,yes
21,232,yes,no
31,385,yes,no
34,5304,yes,no
35,71,yes,no
32,317,yes,no
